place_id,place_type,full_name,country_code,lon_min,lat_min,lon_max,lat_max
018929347840059e,city,Indianapolis  IN,US,-86.348441,39.631677,-85.937404,39.927448
206c436ce43a43a3,city,Madrid  Spain,ES,-3.889005,40.312071,-3.51801,40.643518
0fc32ec69cd41000,poi,Mr. Sushi,MX,-98.225442,19.070819,-98.225442,19.070819
0cdf9a17ded50000,poi,Park's Edge,GB,-0.100743,51.451374,-0.100743,51.451374
5de8cffc145c486b,city,Camden Town  London,GB,-0.213503,51.512805,-0.105303,51.572068
72ac303c0e608f71,city,St George  UT,US,-113.641805,37.021646,-113.513726,37.149517
1a27537478dd8e38,city,Barcelona  Espa+-a,ES,2.052477,41.317048,2.229978,41.468266
0811cf61cd9ea52f,city,Winnipeg  Manitoba,CA,-97.350366,49.713679,-96.954987,49.993932
1010ecfa7d3a40f8,admin,Indiana  USA,US,-88.097892,37.771743,-84.78458,41.761368
08f52254f6c1587b,neighborhood,Providencia Cuarta Secci+-n  Guadalajara,MX,-103.389761,20.695845,-103.382705,20.702311
2409d5aabed47f79,city,Rochester Hills  MI,US,-83.214001,42.620953,-83.091535,42.712333
56c45474148ca4da,city,Paddington  London,GB,-0.21607,51.509879,-0.13016,51.539792
5d441fd5487fc133,city,Eagan  MN,US,-93.228436,44.774013,-93.104796,44.862942
7807880b17af73d8,city,Guadalajara  Jalisco,MX,-103.408633,20.600585,-103.263131,20.752719
151b9e91272233d1,city,Liverpool  England,GB,-3.008791,53.36489,-2.822063,53.474867
44453d2ae8e47fd5,city,Mount Vernon  NY,US,-73.853645,40.889695,-73.805123,40.935303
107fda020654f000,poi,Stella's Empanadas & Argentina Grill,US,-74.136708,40.773936,-74.136708,40.773936
55b2935da16ddb91,city,Port Moody  British Columbia,CA,-122.94579,49.270394,-122.821058,49.330216
575c6d4e1b73546d,city,Calabasas  CA,US,-118.719985,34.105958,-118.605227,34.168562
25a2096c466b79bf,city,Farragut  TN,US,-84.241116,35.806025,-84.119998,35.917782
1aca5ffbc553e95b,city,L'Hospitalet de Llobregat  Espa+-a,ES,2.086323,41.336062,2.137433,41.380548
30f7f566cd810031,city,Greenbelt  MD,US,-76.915629,38.971715,-76.858787,39.015363
06168d1feda43857,admin,South East  England,GB,-1.957296,50.574606,1.451788,52.196285
0fc32ee50e146001,poi,Cullum's Attagirl,US,-98.485069,29.453266,-98.485069,29.453266
462b253f0ed910d2,city,Cape Carteret  NC,US,-77.070902,34.679497,-77.036358,34.717544
778af41ffb719450,city,Coral Gables  FL,US,-80.297165,25.627038,-80.245009,25.771859
10c1a605d957b003,poi,Caribou Coffee,US,-93.245405,44.789657,-93.245405,44.789657
1d11717aae7dc8c7,city,Caluire-et-Cuire  France,FR,4.818992,45.778901,4.880621,45.818321
0fc6568d145d84ac,city,Lakewood  CA,US,-118.167821,33.820057,-118.05833,33.869242
111006800e54c000,poi,Long Island,US,-73.125923,40.824259,-73.125923,40.824259
12f69ad404352073,city,Garston  England,GB,-2.940659,53.331287,-2.818002,53.38523
24a53a1880093fa9,city,Winston-Salem  NC,US,-80.389019,35.934126,-80.100949,36.240211
28db2dbc4240f0b2,city,Worcester  MA,US,-71.893265,42.210065,-71.731611,42.341455
66c992a992d4a17a,city,Owensboro  KY,US,-87.211826,37.714739,-86.992973,37.815531
1577f4760b8bb0b3,city,Borehamwood  East,GB,-0.297848,51.640831,-0.249317,51.682412
5890626f643ab65b,city,Bergamo  Lombardia,IT,9.618752,45.65529,9.713634,45.731373
6258b3795e2efc9e,city,Atlatlahucan  Morelos,MX,-98.961147,18.888752,-98.836034,18.999934
2a93711775303f90,city,Milwaukee  WI,US,-88.070827,42.920822,-87.863758,43.192623
13d479b108707983,country,Guatemala,GT,-92.227387,13.72873,-88.221055,17.816205
25530ba03b7d90c6,country,M+ęxico,MX,-118.403857,14.531918,-86.712218,32.718919
4249bb41acf40cfb,city,Byker  England,GB,-1.611559,54.959766,-1.530588,55.009984
1153d1a598a817b1,city,Belmont  NC,US,-81.066211,35.167439,-81.009442,35.285384
4c1d025d0ebaa911,city,Haines City  FL,US,-81.666836,28.072873,-81.584261,28.143168
5b8df26e6d0be60b,city,Smyrna  GA,US,-84.561205,33.788139,-84.470367,33.905391
791cba0d58792148,city,Fraser  MI,US,-82.970199,42.523595,-82.929046,42.554008
0eb9676d24b211f1,city,Cleveland  OH,US,-81.877771,41.392684,-81.533163,41.599195
0ce4c27ce26030aa,city,Newport Beach  CA,US,-117.958219,33.563618,-117.789845,33.671658
1e7ee7374f6c2e25,city,Les Sables-d'Olonne  France,FR,-1.822041,46.479901,-1.754194,46.520266
6ecc574459e0501b,city,Issy-les-Moulineaux  France,FR,2.235965,48.813271,2.289398,48.834574
33de55bc584a42ec,city,New Westminster  British Columbia,CA,-122.959983,49.175445,-122.875033,49.238058
824a305dcc9ef250,city,Salamanca  Guanajuato,MX,-101.312366,20.436708,-101.027978,20.866516
457b4814b4240d87,city,London  England,GB,-0.187894,51.483718,-0.109978,51.516466
4e9baf84e2232342,country,Guadeloupe,GP,-61.809833,15.832017,-61.001953,16.514491
56909099a1d44057,city,Carson  CA,US,-118.290541,33.792887,-118.205584,33.886336
1927193c57f35d51,city,West Hollywood  CA,US,-118.395904,34.075963,-118.343386,34.098056
2bc7c264a080898b,city,Hollywood  FL,US,-80.248975,25.986228,-80.107808,26.093132
1e5cb4d0509db554,city,Vancouver  British Columbia,CA,-123.224215,49.19854,-123.022947,49.316738
73d1c1c11b675932,city,Chesapeake  VA,US,-76.448383,36.66,-76.143408,36.866431
27485069891a7938,admin,New York  NY,US,-74.255641,40.495865,-73.699793,40.91533
67b98f17fdcf20be,city,Boston  MA,US,-71.191421,42.227797,-70.986004,42.399542
5c2b5e46ab891f07,city,Las Vegas  NV,US,-115.384091,36.129459,-115.062159,36.336371
122aef8d6840943b,city,South El Monte  CA,US,-118.075186,34.028137,-118.021298,34.064367
64111eacec1c3379,city,Catarroja  Espa+-a,ES,-0.450599,39.364717,-0.347821,39.419375
9519f2018bb6585b,city,Homestead  FL,US,-80.526237,25.440567,-80.377996,25.518331
0fc2a7144a946000,poi,La Bodega,NL,6.094181,52.510967,6.094181,52.510967
3a8a2c667faaf9ba,city,Exeter  England,GB,-3.568747,50.693458,-3.461006,50.748422
0fc3bcbe8394c000,poi,Hi Tech Detail,US,-73.933718,41.093675,-73.933718,41.093675
59612bd882018c51,city,Santa Monica  CA,US,-118.517358,33.995177,-118.443482,34.050199
315b740b108481f6,city,Manchester  England,GB,-2.319934,53.343623,-2.147026,53.570282
507a015cba6ef518,city,M+ílaga  Espa+-a,ES,-4.587928,36.635585,-4.260134,36.894171
791e00bcadc4615f,city,Glasgow  Scotland,GB,-4.393285,55.796184,-4.090218,55.920421
137fd4a4fbf74e6f,city,Hopewell  VA,US,-77.337993,37.257957,-77.269756,37.317666
7142eb97ae21e839,admin,Georgia  USA,US,-85.605166,30.355644,-80.742567,35.000771
1c4cd8e4ae3a1959,city,Poole  England,GB,-2.013326,50.682612,-1.891233,50.774097
4c9617680dec8914,city,Newburn  England,GB,-1.780739,54.96944,-1.668453,55.008114
60e2c37980197297,city,St Paul  MN,US,-93.207783,44.890752,-93.003514,44.992279
2c7d183308d00a7e,city,Latour-de-France  France,FR,2.621742,42.747451,2.677704,42.793015
34e47ddf52a690bc,city,Richmond Hill  Ontario,CA,-79.485633,43.829311,-79.371118,43.977707
b0b79caecef59fb5,city,Burbank  CA,US,-118.37032,34.14263,-118.27997,34.22169
22886de3634e157a,city,Culiac+ín  Sinaloa,MX,-107.806281,24.028162,-106.877832,25.296815
120248073af6ca31,city,Almada  Portugal,PT,-9.263262,38.550299,-8.95143,38.782211
5ef832bb704339b0,city,Helsinki  Suomi,FI,24.78281,60.021032,25.254436,60.29791
1e735f8fb045152d,city,Wyomissing  PA,US,-75.988788,40.30576,-75.947615,40.35633
24aa79dc9093f841,city,Saginaw Township North  MI,US,-84.061931,43.436617,-83.949565,43.48891
95b8c1610ebc0395,city,Mexicali  Baja California,MX,-115.818421,30.86042,-114.639939,32.718919
20c4c5a3ce69f1a0,city,Antibes  France,FR,7.064466,43.541878,7.145077,43.62279
370e82cb8dff6189,city,Mascouche  Qu+ębec,CA,-73.700164,45.716103,-73.526116,45.821364
0fc33e7366947000,poi,Popeyes Louisiana Kitchen,US,-97.168205,31.527859,-97.168205,31.527859
781fc267d9c4a391,city,Cabri+Ęs  France,FR,5.301158,43.416943,5.392518,43.488964
38d5974e82ed1a6c,city,Ottawa  Ontario,CA,-76.353876,44.961937,-75.246407,45.535645
c47c0bc571bf5427,city,Honolulu  HI,US,-157.950476,21.254837,-157.648702,21.38505
6a6d896ba1cb5dc4,city,Edmonton  Alberta,CA,-113.71368,53.395531,-113.271555,53.716108
25d3e991f5637f5a,admin,South West  England,GB,-6.368504,49.882472,-1.485734,52.112542
6c686af766d8429c,city,Fort Lauderdale  FL,US,-80.20811,26.080935,-80.090235,26.219801
2373a8c48674ebc5,neighborhood,Real Vallarta  Zapopan,MX,-103.426864,20.672377,-103.421393,20.679671
8a8002ffef902f59,city,Essex  MD,US,-76.489916,39.270065,-76.381559,39.330308
121c60911ec2f3d9,city,Equeurdreville-Hainneville  France,FR,-1.724495,49.625926,-1.64243,49.66562
5970723cbb8cc66e,city,Aguascalientes  M+ęxico,MX,-102.588385,21.622938,-102.066029,22.07598
4fdbcad8c3ed7790,city,Victoria  British Columbia,CA,-123.394397,48.403014,-123.322362,48.450447
3fc1a1035cdd94c8,city,Redmond  OR,US,-121.229416,44.235383,-121.133527,44.306043
63b42cf9e0b05dad,city,Boca del R+şo  Veracruz de Ignacio de la Llave,MX,-96.150405,19.054575,-96.047576,19.231626
464221381fb3f7c1,city,St Louis Park  MN,US,-93.410573,44.919577,-93.328414,44.978557
7d62cffe6f98f349,city,San Jose  CA,US,-122.035311,37.193164,-121.71215,37.469154
26b0db32cfda0432,city,Walthamstow  London,GB,-0.06111,51.549969,0.023642,51.648542
90a5d505052f7bae,city,+ülvaro Obreg+-n  Distrito Federal,MX,-99.324375,19.232228,-99.171644,19.403856
3ec3ae6527ff6b28,city,Whitchurch-Stouffville  Ontario,CA,-79.420679,43.923434,-79.217705,44.101263
2c44e3f2181987ec,city,Dartford  South East,GB,0.150383,51.414106,0.262875,51.466343
18810aa5b43e76c7,city,Dallas  TX,US,-96.977527,32.620678,-96.54598,33.019039
53b67b1d1cc81a51,city,Birmingham  England,GB,-2.033651,52.381063,-1.74763,52.60687
5e02a0f0d91c76d2,city,¦-stanbul  T+-rkiye,TR,28.632104,40.802734,29.378341,41.239907
67040de6ff7e656d,city,Vauxrenard  France,FR,4.608097,46.192945,4.674892,46.248648
676d5bedd73ca2ec,city,Summerville  SC,US,-80.235287,32.944965,-80.109533,33.054993
7ef79c5ab17d518c,city,Barnet  London,GB,-0.292579,51.555179,-0.12921,51.66859
c62f6bb85a768d28,city,Kiiminki  Suomi,FI,25.557009,65.02139,26.081596,65.22491
7dde0febc9ef245b,city,Dublin City  Ireland,IE,-6.387438,53.298745,-6.107805,53.41106
30344aecffe6a491,city,Fremont  CA,US,-122.069956,37.454962,-121.889098,37.592327
6adfad7bd6c1e881,city,Dentsville  SC,US,-80.995487,34.051162,-80.912497,34.11936
5c43cbdfce4d3247,city,Mississauga  Ontario,CA,-79.810142,43.373074,-79.422004,43.737414
544762ebf7fda780,city,Islington  London,GB,-0.142058,51.518552,-0.076305,51.575301
553011a282a18fb5,city,University  FL,US,-82.45491,28.054805,-82.409812,28.098918
2d80329dea8e5c9e,city,Pforzheim  Deutschland,DE,8.624721,48.819034,8.808588,48.929609
8b16d56e258b0278,city,Xalapa  Veracruz de Ignacio de la Llave,MX,-96.971524,19.48425,-96.800642,19.599858
1c69a67ad480e1b1,city,Houston  TX,US,-95.823268,29.522325,-95.069705,30.154665
af57c8053272899f,city,El Sobrante  CA,US,-122.318538,37.938766,-122.244018,37.991108
b49b3053b5c25bf5,city,Denver  CO,US,-105.109815,39.614151,-104.734372,39.812975
63d0671506628c8d,city,Kennewick  WA,US,-119.264818,46.162262,-119.087063,46.236321
6dd4aeb802da9f28,city,Newcastle Upon Tyne  England,GB,-1.693792,54.960055,-1.596931,55.024056
76e0fd2d1efd1f7e,city,Maple Heights  OH,US,-81.585463,41.372318,-81.527204,41.425052
c5c72776b9f0cc0b,city,San Nicol+ís de los Garza  Nuevo Le+-n,MX,-100.337498,25.702823,-100.20345,25.770607
5727d936119423c0,city,Pembroke Pines  FL,US,-80.442683,25.992486,-80.213314,26.063293
7ff122e08c254107,city,Naters  Schweiz,CH,7.884229,46.302822,8.068325,46.469079
495a55057ac886b9,city,Montpelier  VT,US,-72.625573,44.234872,-72.544556,44.312702
36775d842cbec509,city,Montr+ęal  Qu+ębec,CA,-73.972965,45.410095,-73.473085,45.705566
305867481351611b,city,San Pedro Garza Garc+şa  Nuevo Le+-n,MX,-100.425188,25.583557,-100.306878,25.717018
1c4923a87ae4f277,city,Clarington  Ontario,CA,-78.872015,43.633252,-78.400923,44.098771
d1cd39353c51904d,city,Boca Raton  FL,US,-80.203991,26.320692,-80.065981,26.427259
3078869807f9dd36,city,Berlin  Deutschland,DE,13.088304,52.338079,13.760909,52.675323
5c9d123437711a9d,city,Jackson  MS,US,-90.331039,32.049347,-89.984994,32.412627
23a06e5cc6d83009,city,Paterson  NJ,US,-74.205822,40.888642,-74.129793,40.941452
607358f5dbace76a,city,Yuma  AZ,US,-114.710936,32.601699,-114.458569,32.734737
910868722e1e4825,city,Littleton  CO,US,-105.062023,39.563868,-104.973551,39.62983
b71fac2ee9792cbe,city,Sacramento  CA,US,-121.576613,38.43792,-121.362715,38.685524
68af9cde77fb61dd,city,St Simons  GA,US,-81.411993,31.133458,-81.350905,31.22196
7027ba8eb532eb33,city,Toluca  M+ęxico,MX,-99.782579,19.076393,-99.528773,19.49225
55b4f9e5c516e0b6,city,Orlando  FL,US,-81.507905,28.388218,-81.22764,28.615139
6681d5e2139a448e,city,North Grenville  Ontario,CA,-75.817985,44.845633,-75.485733,45.125543
dd3b100831dd1763,city,New Orleans  LA,US,-90.137908,29.889574,-89.884108,30.075628
adc95f2911133646,city,Colorado Springs  CO,US,-104.910562,38.741142,-104.668092,39.035895
7ae9e2f2ff7a87cd,city,Edinburgh  Scotland,GB,-3.328512,55.894729,-3.077505,55.991662
7d51c8dfbb08a9de,city,Redding  CA,US,-122.452708,40.456935,-122.267398,40.651054
e4a0d228eb6be76b,city,Philadelphia  PA,US,-75.280284,39.871811,-74.955712,40.13792
373c6c575cd2601b,city,Torre+-n  Coahuila de Zaragoza,MX,-103.511379,24.793821,-102.954881,25.694625
7b807e72008cf777,city,Tower Hill  England,GB,-2.898344,53.490082,-2.872201,53.503921
9e65217a3af1879e,city,East Peoria  IL,US,-89.610303,40.6193,-89.474148,40.752945
bcee01c035f8e0c4,city,Hiller+Şd  Danmark,DK,12.079464,55.845209,12.39459,56.00319
6f1840cee437e17a,city,Gustavo A. Madero  Distrito Federal,MX,-99.180678,19.444937,-99.051103,19.592375
7c97cbaddc57fcf4,city,Tlaquepaque  Jalisco,MX,-103.453231,20.539641,-103.243417,20.644625
7af0fb6f137530df,city,North Decatur  GA,US,-84.310051,33.776522,-84.262886,33.829099
7f55e839e1715da2,city,Camberwell  London,GB,-0.111476,51.419425,-0.029731,51.509947
df4875cc2df893ed,city,Bellevue  WA,US,-122.223209,47.534965,-122.076327,47.660748
b8923fc5a1c5e39b,city,Cuautitl+ín Izcalli  M+ęxico,MX,-99.294897,19.580497,-99.172417,19.732082
1d9a5370a355ab0c,city,Chicago  IL,US,-87.940033,41.644102,-87.523993,42.023067
3ddb10d62383799a,city,Bedford  England,GB,-0.51552,52.104873,-0.403213,52.170074
c3f37afa9efcf94b,city,Austin  TX,US,-97.928935,30.127892,-97.580513,30.518799
4da74513442e5fc5,city,Corvallis  OR,US,-123.343425,44.527244,-123.215262,44.611247
c7c2233ad8246f5d,city,Venustiano Carranza  Distrito Federal,MX,-99.128294,19.404352,-99.04734,19.459799
c1430b24da8e9229,city,Lisboa  Portugal,PT,-9.229826,38.691375,-9.090164,38.795853
659395aaea6aa724,city,Potsdam  Deutschland,DE,12.887323,52.34195,13.168072,52.514508
e86b380cfefcced5,admin,Connecticut  USA,US,-73.727776,40.950918,-71.786994,42.050588
f6b87aec17cb031d,city,Morelia  Michoac+ín de Ocampo,MX,-101.508271,19.442976,-101.043269,19.862472
7bc29846eabda1f2,city,Metepec  M+ęxico,MX,-99.647028,19.215624,-99.512801,19.287437
8fe2e9b7b1ed6389,city,Espoo  Suomi,FI,24.499764,60.00307,24.850506,60.363616
e825dd87e48f45ed,city,San Luis Potos+ş  M+ęxico,MX,-101.169792,21.959357,-100.74123,22.662882
1eccff5b77dbb122,city,Eltham  London,GB,0.045148,51.423888,0.133501,51.512916
68f3012fe4848e35,city,Cardiff  Wales,GB,-3.278624,51.447362,-3.080976,51.546641
f04813ea26f51186,city,Des Plaines  IL,US,-87.950838,41.991443,-87.83701,42.080839
1ea588c12abd39d7,city,Milan  Lombardy,IT,9.040628,45.386726,9.278045,45.535964
3df0e3eb1e91170b,city,Columbus  OH,US,-83.200169,39.832013,-82.771375,40.157354
c87bc3adb59d807f,city,Winter Park  FL,US,-81.375805,28.567893,-81.307654,28.632478
3eb2c704fe8a50cb,city,City of London  London,GB,-0.112442,51.5068,-0.073379,51.522161
253497d02bb72629,city,Vantaa  Suomi,FI,24.746446,60.237181,25.192803,60.401142
d16c1b8ae1635978,city,A Coru+-a  Espa+-a,ES,-8.471284,43.301377,-8.374342,43.389945
6bb01c5f4cf295dc,city,Azcapotzalco  Distrito Federal,MX,-99.221136,19.456367,-99.143116,19.5152
b0e7385b9c530ddc,city,Poway  CA,US,-117.084304,32.927402,-116.985751,33.043179
99cdab25eddd6bce,city,Amsterdam  Nederland,NL,4.7289,52.278227,5.079207,52.431229
b463d3bd6064861b,city,Detroit  MI,US,-83.288056,42.255085,-82.91052,42.450488
b19e24ce42ccd6aa,city,Monterrey  Nuevo Le+-n,MX,-100.421037,25.480538,-100.166146,25.802899
d52c2a8e878b7cf7,city,Hesperia  CA,US,-117.400338,34.366195,-117.23785,34.471356
c8b06a459cc8f78a,city,SeaTac  WA,US,-122.326102,47.396426,-122.266875,47.48874
6e39810d49945420,city,Talence  France,FR,-0.611176,44.786855,-0.572695,44.825347
7f0e166849448f1d,city,Kailua  HI,US,-157.765901,21.352946,-157.705775,21.428447
b87b05856ab8dbd8,city,Yonkers  NY,US,-73.911271,40.900789,-73.810443,40.988346
d3492c68c5661201,city,Quer+ętaro  Quer+ętaro Arteaga,MX,-100.596343,20.50317,-100.284846,20.927379
e86e154b91acd5a3,city,Cuajimalpa de Morelos  Distrito Federal,MX,-99.364536,19.232313,-99.246625,19.405081
4b656a23df9bee4a,city,Camp Springs  MD,US,-76.945495,38.768037,-76.890929,38.835708
f3bfc7dcc928977f,country,France,FR,-5.141593,41.364659,9.559831,51.088771
cd450c94084cbf9b,admin,Massachusetts  USA,US,-73.508143,41.187054,-69.858861,42.886824
222efb7ee8b98c58,city,Elmhurst  IL,US,-87.969193,41.847769,-87.915373,41.93168
758461cd66db17e0,city,Sutton  London,GB,-0.245869,51.330352,-0.117306,51.393443
d9a5fcc064738890,admin,Sevilla  Andaluc+şa,ES,-6.53856,36.842142,-4.651075,38.196832
d95b50d40bcc459b,city,+ü+-d+¦  Polska,PL,19.320808,51.686377,19.640373,51.860354
ecdce75d48b13b64,country,Espa+-a,ES,-18.160695,27.63775,4.327985,43.790388
bfc35dcc7e63252a,city,Cuauht+ęmoc  Distrito Federal,MX,-99.18435,19.399835,-99.122382,19.465837
58f909abfd95e133,city,Lewisham  London,GB,-0.074547,51.414087,0.038567,51.494127
7d93122509633720,city,Benito Ju+írez  Distrito Federal,MX,-99.191996,19.357102,-99.130965,19.404124
5a110d312052166f,city,San Francisco  CA,US,-122.514926,37.708075,-122.357031,37.833238
